id,item,true,pred,cause,evidence_location,owner,note
PPS-DEV-01,v1,1,0,,,,미분류
PPS-DEV-03,v2,1,0,,,,미분류
PPS-DEV-03,v11,0,1,,,,미분류
PPS-DEV-03,v13,0,1,,,,미분류
PPS-DEV-033,v19,1,0,,,,미분류
PPS-DEV-036,v15,1,0,,,,미분류
PPS-DEV-036,v19,1,0,,,,미분류
PPS-DEV-037,v12,0,1,,,,미분류
PPS-DEV-038,v18,1,0,,,,미분류
PPS-DEV-039,v10,0,1,,,,미분류
PPS-DEV-039,v11,0,1,,,,미분류
PPS-DEV-039,v13,0,1,,,,미분류
PPS-DEV-039,v18,1,0,,,,미분류
PPS-DEV-040,v10,0,1,,,,미분류
PPS-DEV-040,v11,0,1,,,,미분류
PPS-DEV-041,v18,1,0,,,,미분류
PPS-DEV-044,v18,1,0,,,,미분류
PPS-DEV-044,v24,0,1,,,,미분류
PPS-DEV-046,v1,1,0,,,,미분류
PPS-DEV-049,v24,1,0,,,,미분류
PPS-DEV-05,v14,0,1,,,,미분류
PPS-DEV-050,v12,0,1,,,,미분류
PPS-DEV-051,v9,1,0,,,,미분류
PPS-DEV-052,v10,0,1,,,,미분류
PPS-DEV-052,v11,0,1,,,,미분류
PPS-DEV-053,v2,1,0,,,,미분류
PPS-DEV-053,v17,1,0,,,,미분류
PPS-DEV-054,v14,1,0,,,,미분류
PPS-DEV-056,v12,1,0,,,,미분류
PPS-DEV-056,v13,0,1,,,,미분류
PPS-DEV-056,v21,1,0,,,,미분류
PPS-DEV-060,v11,1,0,,,,미분류
PPS-DEV-061,v18,0,1,,,,미분류
PPS-DEV-062,v24,1,0,,,,미분류
PPS-DEV-063,v1,1,0,,,,미분류
PPS-DEV-063,v12,0,1,,,,미분류
PPS-DEV-065,v16,1,0,,,,미분류
PPS-DEV-066,v6,1,0,,,,미분류
PPS-DEV-066,v16,1,0,,,,미분류
PPS-DEV-069,v2,1,0,,,,미분류
PPS-DEV-069,v10,1,0,,,,미분류
PPS-DEV-071,v24,1,0,,,,미분류
PPS-DEV-072,v1,1,0,,,,미분류
PPS-DEV-075,v10,1,0,,,,미분류
PPS-DEV-076,v13,1,0,,,,미분류
PPS-DEV-078,v2,1,0,,,,미분류
PPS-DEV-085,v11,0,1,,,,미분류
PPS-DEV-089,v16,0,1,,,,미분류
PPS-DEV-09,v12,0,1,,,,미분류
PPS-DEV-090,v17,0,1,,,,미분류
PPS-DEV-094,v10,0,1,,,,미분류
PPS-DEV-094,v11,0,1,,,,미분류
PPS-DEV-096,v10,0,1,,,,미분류
PPS-DEV-096,v11,0,1,,,,미분류
PPS-DEV-098,v11,0,1,,,,미분류
PPS-DEV-10,v24,0,1,,,,미분류
PPS-DEV-106,v12,0,1,,,,미분류
PPS-DEV-112,v10,0,1,,,,미분류
PPS-DEV-112,v11,0,1,,,,미분류
PPS-DEV-112,v17,0,1,,,,미분류
PPS-DEV-118,v11,0,1,,,,미분류
PPS-DEV-12,v9,1,0,,,,미분류
PPS-DEV-12,v11,0,1,,,,미분류
PPS-DEV-124,v20,0,1,,,,미분류
PPS-DEV-126,v10,0,1,,,,미분류
PPS-DEV-128,v10,0,1,,,,미분류
PPS-DEV-128,v11,0,1,,,,미분류
PPS-DEV-13,v10,1,0,,,,미분류
PPS-DEV-132,v11,0,1,,,,미분류
PPS-DEV-132,v16,0,1,,,,미분류
PPS-DEV-135,v11,0,1,,,,미분류
PPS-DEV-135,v20,0,1,,,,미분류
PPS-DEV-135,v22,1,0,,,,미분류
PPS-DEV-138,v12,0,1,,,,미분류
PPS-DEV-139,v12,0,1,,,,미분류
PPS-DEV-142,v10,0,1,,,,미분류
PPS-DEV-142,v11,0,1,,,,미분류
PPS-DEV-143,v11,0,1,,,,미분류
PPS-DEV-144,v15,0,1,,,,미분류
PPS-DEV-146,v10,0,1,,,,미분류
PPS-DEV-146,v11,0,1,,,,미분류
PPS-DEV-150,v11,0,1,,,,미분류
PPS-DEV-151,v18,0,1,,,,미분류
PPS-DEV-152,v12,0,1,,,,미분류
PPS-DEV-155,v11,0,1,,,,미분류
PPS-DEV-160,v10,0,1,,,,미분류
PPS-DEV-160,v11,0,1,,,,미분류
PPS-DEV-164,v12,0,1,,,,미분류
PPS-DEV-168,v11,0,1,,,,미분류
PPS-DEV-175,v11,0,1,,,,미분류
PPS-DEV-18,v15,1,0,,,,미분류
PPS-DEV-180,v10,0,1,,,,미분류
PPS-DEV-180,v11,0,1,,,,미분류
PPS-DEV-182,v12,0,1,,,,미분류
PPS-DEV-182,v14,0,1,,,,미분류
PPS-DEV-19,v11,0,1,,,,미분류
PPS-DEV-190,v10,0,1,,,,미분류
PPS-DEV-190,v11,0,1,,,,미분류
PPS-DEV-193,v13,0,1,,,,미분류
PPS-DEV-194,v11,0,1,,,,미분류
PPS-DEV-196,v10,0,1,,,,미분류
PPS-DEV-196,v11,0,1,,,,미분류
PPS-DEV-22,v10,0,1,,,,미분류
PPS-DEV-22,v11,0,1,,,,미분류
PPS-DEV-23,v10,0,1,,,,미분류
PPS-DEV-23,v12,0,1,,,,미분류
PPS-DEV-27,v11,0,1,,,,미분류
