id,item,true,pred,cause,evidence_location,owner,note
PPS-DEV-01,v1,1,0,,,,미분류
PPS-DEV-02,v13,0,1,,,,미분류
PPS-DEV-03,v2,1,0,,,,미분류
PPS-DEV-03,v13,0,1,,,,미분류
PPS-DEV-033,v17,1,0,,,,미분류
PPS-DEV-033,v19,1,0,,,,미분류
PPS-DEV-034,v13,0,1,,,,미분류
PPS-DEV-035,v13,0,1,,,,미분류
PPS-DEV-035,v17,1,0,,,,미분류
PPS-DEV-036,v15,1,0,,,,미분류
PPS-DEV-036,v19,1,0,,,,미분류
PPS-DEV-037,v16,1,0,,,,미분류
PPS-DEV-038,v13,0,1,,,,미분류
PPS-DEV-038,v18,1,0,,,,미분류
PPS-DEV-039,v18,1,0,,,,미분류
PPS-DEV-040,v18,1,0,,,,미분류
PPS-DEV-041,v18,1,0,,,,미분류
PPS-DEV-042,v13,0,1,,,,미분류
PPS-DEV-043,v18,1,0,,,,미분류
PPS-DEV-044,v18,1,0,,,,미분류
PPS-DEV-044,v24,0,1,,,,미분류
PPS-DEV-045,v13,0,1,,,,미분류
PPS-DEV-045,v14,1,0,,,,미분류
PPS-DEV-046,v1,1,0,,,,미분류
PPS-DEV-047,v13,0,1,,,,미분류
PPS-DEV-047,v14,1,0,,,,미분류
PPS-DEV-048,v13,0,1,,,,미분류
PPS-DEV-049,v12,1,0,,,,미분류
PPS-DEV-049,v14,1,0,,,,미분류
PPS-DEV-049,v24,1,0,,,,미분류
PPS-DEV-05,v13,0,1,,,,미분류
PPS-DEV-050,v13,0,1,,,,미분류
PPS-DEV-051,v9,1,0,,,,미분류
PPS-DEV-051,v14,1,0,,,,미분류
PPS-DEV-052,v14,1,0,,,,미분류
PPS-DEV-053,v2,1,0,,,,미분류
PPS-DEV-053,v12,1,0,,,,미분류
PPS-DEV-053,v13,0,1,,,,미분류
PPS-DEV-054,v13,0,1,,,,미분류
PPS-DEV-054,v14,1,0,,,,미분류
PPS-DEV-055,v13,0,1,,,,미분류
PPS-DEV-055,v15,1,0,,,,미분류
PPS-DEV-056,v12,1,0,,,,미분류
PPS-DEV-056,v13,0,1,,,,미분류
PPS-DEV-056,v21,1,0,,,,미분류
PPS-DEV-057,v12,1,0,,,,미분류
PPS-DEV-057,v14,1,0,,,,미분류
PPS-DEV-058,v16,1,0,,,,미분류
PPS-DEV-06,v13,0,1,,,,미분류
PPS-DEV-060,v11,1,0,,,,미분류
PPS-DEV-061,v10,1,0,,,,미분류
PPS-DEV-061,v11,1,0,,,,미분류
PPS-DEV-062,v10,1,0,,,,미분류
PPS-DEV-062,v11,1,0,,,,미분류
PPS-DEV-062,v24,1,0,,,,미분류
PPS-DEV-063,v1,1,0,,,,미분류
PPS-DEV-064,v10,1,0,,,,미분류
PPS-DEV-064,v11,1,0,,,,미분류
PPS-DEV-065,v16,1,0,,,,미분류
PPS-DEV-066,v6,1,0,,,,미분류
PPS-DEV-066,v16,1,0,,,,미분류
PPS-DEV-067,v16,1,0,,,,미분류
PPS-DEV-068,v10,1,0,,,,미분류
PPS-DEV-068,v13,0,1,,,,미분류
PPS-DEV-069,v2,1,0,,,,미분류
PPS-DEV-069,v10,1,0,,,,미분류
PPS-DEV-070,v13,0,1,,,,미분류
PPS-DEV-071,v24,1,0,,,,미분류
PPS-DEV-072,v1,1,0,,,,미분류
PPS-DEV-072,v13,0,1,,,,미분류
PPS-DEV-073,v13,0,1,,,,미분류
PPS-DEV-074,v13,1,0,,,,미분류
PPS-DEV-075,v10,1,0,,,,미분류
PPS-DEV-076,v13,1,0,,,,미분류
PPS-DEV-078,v2,1,0,,,,미분류
PPS-DEV-078,v13,1,0,,,,미분류
PPS-DEV-079,v15,1,0,,,,미분류
PPS-DEV-08,v13,0,1,,,,미분류
PPS-DEV-080,v13,0,1,,,,미분류
PPS-DEV-080,v15,1,0,,,,미분류
PPS-DEV-084,v13,0,1,,,,미분류
PPS-DEV-085,v13,0,1,,,,미분류
PPS-DEV-086,v13,0,1,,,,미분류
PPS-DEV-087,v13,0,1,,,,미분류
PPS-DEV-09,v13,0,1,,,,미분류
PPS-DEV-093,v17,0,1,,,,미분류
PPS-DEV-096,v13,0,1,,,,미분류
PPS-DEV-098,v15,0,1,,,,미분류
PPS-DEV-10,v24,0,1,,,,미분류
PPS-DEV-101,v13,0,1,,,,미분류
PPS-DEV-112,v13,0,1,,,,미분류
PPS-DEV-112,v17,0,1,,,,미분류
PPS-DEV-117,v13,0,1,,,,미분류
PPS-DEV-118,v13,0,1,,,,미분류
PPS-DEV-12,v9,1,0,,,,미분류
PPS-DEV-120,v13,0,1,,,,미분류
PPS-DEV-121,v13,0,1,,,,미분류
PPS-DEV-124,v13,0,1,,,,미분류
PPS-DEV-124,v20,0,1,,,,미분류
PPS-DEV-126,v13,0,1,,,,미분류
PPS-DEV-128,v13,0,1,,,,미분류
PPS-DEV-13,v10,1,0,,,,미분류
PPS-DEV-135,v20,0,1,,,,미분류
PPS-DEV-135,v22,1,0,,,,미분류
PPS-DEV-136,v13,0,1,,,,미분류
PPS-DEV-136,v17,0,1,,,,미분류
PPS-DEV-137,v13,0,1,,,,미분류
PPS-DEV-137,v17,0,1,,,,미분류
PPS-DEV-138,v13,0,1,,,,미분류
PPS-DEV-139,v13,0,1,,,,미분류
PPS-DEV-142,v13,0,1,,,,미분류
PPS-DEV-143,v11,0,1,,,,미분류
PPS-DEV-146,v13,0,1,,,,미분류
PPS-DEV-153,v13,0,1,,,,미분류
PPS-DEV-155,v11,0,1,,,,미분류
PPS-DEV-155,v13,0,1,,,,미분류
PPS-DEV-156,v13,0,1,,,,미분류
PPS-DEV-161,v13,0,1,,,,미분류
PPS-DEV-165,v13,0,1,,,,미분류
PPS-DEV-17,v14,1,0,,,,미분류
PPS-DEV-17,v17,0,1,,,,미분류
PPS-DEV-173,v13,0,1,,,,미분류
PPS-DEV-174,v13,0,1,,,,미분류
PPS-DEV-175,v13,0,1,,,,미분류
PPS-DEV-18,v13,0,1,,,,미분류
PPS-DEV-18,v15,1,0,,,,미분류
PPS-DEV-180,v13,0,1,,,,미분류
PPS-DEV-182,v13,0,1,,,,미분류
PPS-DEV-184,v17,0,1,,,,미분류
PPS-DEV-188,v17,0,1,,,,미분류
PPS-DEV-19,v13,0,1,,,,미분류
PPS-DEV-19,v15,1,0,,,,미분류
PPS-DEV-190,v13,0,1,,,,미분류
PPS-DEV-192,v15,0,1,,,,미분류
PPS-DEV-193,v13,0,1,,,,미분류
PPS-DEV-196,v13,0,1,,,,미분류
PPS-DEV-199,v13,0,1,,,,미분류
PPS-DEV-20,v16,1,0,,,,미분류
PPS-DEV-21,v17,1,0,,,,미분류
PPS-DEV-22,v18,1,0,,,,미분류
PPS-DEV-26,v13,0,1,,,,미분류
PPS-DEV-27,v13,0,1,,,,미분류
