id,item,true,pred,cause,evidence_location,owner,note
PPS-DEV-01,v1,1,0,,,,미분류
PPS-DEV-01,v16,0,1,,,,미분류
PPS-DEV-01,v21,0,1,,,,미분류
PPS-DEV-02,v2,1,0,,,,미분류
PPS-DEV-02,v13,0,1,,,,미분류
PPS-DEV-03,v2,1,0,,,,미분류
PPS-DEV-03,v3,0,1,,,,미분류
PPS-DEV-03,v13,0,1,,,,미분류
PPS-DEV-03,v17,0,1,,,,미분류
PPS-DEV-03,v21,0,1,,,,미분류
PPS-DEV-033,v17,1,0,,,,미분류
PPS-DEV-034,v13,0,1,,,,미분류
PPS-DEV-035,v17,1,0,,,,미분류
PPS-DEV-035,v23,0,1,,,,미분류
PPS-DEV-036,v13,0,1,,,,미분류
PPS-DEV-036,v15,1,0,,,,미분류
PPS-DEV-037,v16,1,0,,,,미분류
PPS-DEV-038,v13,0,1,,,,미분류
PPS-DEV-038,v17,0,1,,,,미분류
PPS-DEV-038,v18,1,0,,,,미분류
PPS-DEV-039,v13,0,1,,,,미분류
PPS-DEV-039,v17,0,1,,,,미분류
PPS-DEV-039,v18,1,0,,,,미분류
PPS-DEV-040,v18,1,0,,,,미분류
PPS-DEV-042,v2,1,0,,,,미분류
PPS-DEV-042,v13,0,1,,,,미분류
PPS-DEV-042,v17,1,0,,,,미분류
PPS-DEV-043,v13,0,1,,,,미분류
PPS-DEV-043,v18,1,0,,,,미분류
PPS-DEV-044,v17,0,1,,,,미분류
PPS-DEV-044,v18,1,0,,,,미분류
PPS-DEV-044,v24,0,1,,,,미분류
PPS-DEV-045,v5,1,0,,,,미분류
PPS-DEV-045,v13,0,1,,,,미분류
PPS-DEV-045,v14,1,0,,,,미분류
PPS-DEV-045,v24,0,1,,,,미분류
PPS-DEV-046,v1,1,0,,,,미분류
PPS-DEV-046,v5,1,0,,,,미분류
PPS-DEV-046,v24,0,1,,,,미분류
PPS-DEV-047,v14,1,0,,,,미분류
PPS-DEV-048,v24,0,1,,,,미분류
PPS-DEV-049,v5,1,0,,,,미분류
PPS-DEV-049,v12,1,0,,,,미분류
PPS-DEV-049,v14,1,0,,,,미분류
PPS-DEV-049,v21,1,0,,,,미분류
PPS-DEV-049,v24,1,0,,,,미분류
PPS-DEV-050,v4,0,1,,,,미분류
PPS-DEV-050,v13,0,1,,,,미분류
PPS-DEV-050,v19,0,1,,,,미분류
PPS-DEV-050,v24,0,1,,,,미분류
PPS-DEV-051,v9,1,0,,,,미분류
PPS-DEV-051,v14,1,0,,,,미분류
PPS-DEV-051,v19,0,1,,,,미분류
PPS-DEV-052,v4,0,1,,,,미분류
PPS-DEV-052,v14,1,0,,,,미분류
PPS-DEV-053,v2,1,0,,,,미분류
PPS-DEV-053,v12,1,0,,,,미분류
PPS-DEV-053,v13,0,1,,,,미분류
PPS-DEV-054,v12,1,0,,,,미분류
PPS-DEV-054,v14,1,0,,,,미분류
PPS-DEV-054,v24,0,1,,,,미분류
PPS-DEV-055,v13,0,1,,,,미분류
PPS-DEV-055,v15,1,0,,,,미분류
PPS-DEV-055,v17,0,1,,,,미분류
PPS-DEV-055,v24,1,0,,,,미분류
PPS-DEV-056,v10,0,1,,,,미분류
PPS-DEV-056,v12,1,0,,,,미분류
PPS-DEV-056,v13,0,1,,,,미분류
PPS-DEV-056,v17,0,1,,,,미분류
PPS-DEV-056,v21,1,0,,,,미분류
PPS-DEV-057,v12,1,0,,,,미분류
PPS-DEV-057,v14,1,0,,,,미분류
PPS-DEV-058,v16,1,0,,,,미분류
PPS-DEV-059,v2,0,1,,,,미분류
PPS-DEV-059,v13,0,1,,,,미분류
PPS-DEV-059,v17,0,1,,,,미분류
PPS-DEV-060,v11,1,0,,,,미분류
PPS-DEV-060,v24,0,1,,,,미분류
PPS-DEV-061,v10,1,0,,,,미분류
PPS-DEV-061,v11,1,0,,,,미분류
PPS-DEV-061,v24,0,1,,,,미분류
PPS-DEV-062,v10,1,0,,,,미분류
PPS-DEV-062,v11,1,0,,,,미분류
PPS-DEV-062,v24,1,0,,,,미분류
PPS-DEV-063,v1,1,0,,,,미분류
PPS-DEV-063,v10,0,1,,,,미분류
PPS-DEV-063,v11,1,0,,,,미분류
PPS-DEV-064,v10,1,0,,,,미분류
PPS-DEV-064,v11,1,0,,,,미분류
PPS-DEV-065,v16,1,0,,,,미분류
PPS-DEV-065,v24,0,1,,,,미분류
PPS-DEV-066,v6,1,0,,,,미분류
PPS-DEV-066,v16,1,0,,,,미분류
PPS-DEV-066,v24,0,1,,,,미분류
PPS-DEV-067,v18,0,1,,,,미분류
PPS-DEV-068,v10,1,0,,,,미분류
PPS-DEV-068,v13,0,1,,,,미분류
PPS-DEV-068,v17,0,1,,,,미분류
PPS-DEV-069,v2,1,0,,,,미분류
PPS-DEV-069,v10,1,0,,,,미분류
PPS-DEV-069,v17,0,1,,,,미분류
PPS-DEV-07,v24,0,1,,,,미분류
PPS-DEV-070,v6,1,0,,,,미분류
PPS-DEV-070,v13,0,1,,,,미분류
PPS-DEV-071,v6,1,0,,,,미분류
PPS-DEV-072,v1,1,0,,,,미분류
PPS-DEV-072,v6,1,0,,,,미분류
PPS-DEV-072,v13,0,1,,,,미분류
PPS-DEV-072,v24,1,0,,,,미분류
PPS-DEV-073,v13,0,1,,,,미분류
PPS-DEV-074,v17,0,1,,,,미분류
PPS-DEV-075,v10,1,0,,,,미분류
PPS-DEV-075,v13,0,1,,,,미분류
PPS-DEV-075,v17,0,1,,,,미분류
PPS-DEV-076,v13,1,0,,,,미분류
