id,item,true,pred,cause,evidence_location,owner,note
PPS-DEV-03,v2,1,0,,,,미분류
PPS-DEV-03,v3,0,1,,,,미분류
PPS-DEV-03,v13,0,1,,,,미분류
PPS-DEV-033,v19,1,0,,,,미분류
PPS-DEV-035,v17,1,0,,,,미분류
PPS-DEV-035,v23,0,1,,,,미분류
PPS-DEV-036,v15,1,0,,,,미분류
PPS-DEV-037,v5,0,1,,,,미분류
PPS-DEV-037,v16,1,0,,,,미분류
PPS-DEV-038,v18,1,0,,,,미분류
PPS-DEV-038,v24,0,1,,,,미분류
PPS-DEV-039,v17,0,1,,,,미분류
PPS-DEV-039,v18,1,0,,,,미분류
PPS-DEV-039,v24,0,1,,,,미분류
PPS-DEV-040,v18,1,0,,,,미분류
PPS-DEV-041,v17,0,1,,,,미분류
PPS-DEV-041,v18,1,0,,,,미분류
PPS-DEV-042,v21,0,1,,,,미분류
PPS-DEV-043,v18,1,0,,,,미분류
PPS-DEV-044,v17,0,1,,,,미분류
PPS-DEV-044,v18,1,0,,,,미분류
PPS-DEV-044,v24,0,1,,,,미분류
PPS-DEV-045,v5,1,0,,,,미분류
PPS-DEV-045,v24,0,1,,,,미분류
PPS-DEV-046,v1,1,0,,,,미분류
PPS-DEV-046,v24,0,1,,,,미분류
PPS-DEV-047,v24,0,1,,,,미분류
PPS-DEV-049,v5,1,0,,,,미분류
PPS-DEV-049,v12,1,0,,,,미분류
PPS-DEV-049,v21,1,0,,,,미분류
PPS-DEV-049,v24,1,0,,,,미분류
PPS-DEV-05,v14,0,1,,,,미분류
PPS-DEV-050,v5,0,1,,,,미분류
PPS-DEV-050,v24,0,1,,,,미분류
PPS-DEV-051,v9,1,0,,,,미분류
PPS-DEV-051,v14,1,0,,,,미분류
PPS-DEV-052,v4,0,1,,,,미분류
PPS-DEV-053,v2,1,0,,,,미분류
PPS-DEV-053,v12,1,0,,,,미분류
PPS-DEV-054,v14,1,0,,,,미분류
PPS-DEV-055,v24,1,0,,,,미분류
PPS-DEV-056,v12,1,0,,,,미분류
PPS-DEV-056,v13,0,1,,,,미분류
PPS-DEV-056,v21,1,0,,,,미분류
PPS-DEV-057,v12,1,0,,,,미분류
PPS-DEV-058,v16,1,0,,,,미분류
PPS-DEV-059,v13,0,1,,,,미분류
PPS-DEV-06,v14,0,1,,,,미분류
PPS-DEV-060,v11,1,0,,,,미분류
PPS-DEV-060,v14,0,1,,,,미분류
PPS-DEV-060,v24,0,1,,,,미분류
PPS-DEV-061,v10,1,0,,,,미분류
PPS-DEV-061,v11,1,0,,,,미분류
PPS-DEV-061,v18,0,1,,,,미분류
PPS-DEV-061,v24,0,1,,,,미분류
PPS-DEV-062,v10,1,0,,,,미분류
PPS-DEV-062,v11,1,0,,,,미분류
PPS-DEV-062,v16,0,1,,,,미분류
PPS-DEV-063,v1,1,0,,,,미분류
PPS-DEV-063,v24,0,1,,,,미분류
PPS-DEV-064,v10,1,0,,,,미분류
PPS-DEV-064,v11,1,0,,,,미분류
PPS-DEV-065,v16,1,0,,,,미분류
PPS-DEV-066,v6,1,0,,,,미분류
PPS-DEV-066,v16,1,0,,,,미분류
PPS-DEV-066,v24,0,1,,,,미분류
PPS-DEV-067,v16,1,0,,,,미분류
PPS-DEV-068,v10,1,0,,,,미분류
PPS-DEV-068,v24,0,1,,,,미분류
PPS-DEV-069,v2,1,0,,,,미분류
PPS-DEV-069,v10,1,0,,,,미분류
PPS-DEV-07,v24,0,1,,,,미분류
PPS-DEV-070,v6,1,0,,,,미분류
PPS-DEV-071,v6,1,0,,,,미분류
PPS-DEV-071,v14,0,1,,,,미분류
PPS-DEV-072,v1,1,0,,,,미분류
PPS-DEV-072,v24,1,0,,,,미분류
PPS-DEV-073,v24,0,1,,,,미분류
PPS-DEV-074,v13,1,0,,,,미분류
PPS-DEV-074,v17,0,1,,,,미분류
PPS-DEV-075,v10,1,0,,,,미분류
PPS-DEV-076,v5,0,1,,,,미분류
PPS-DEV-076,v13,1,0,,,,미분류
PPS-DEV-076,v24,0,1,,,,미분류
PPS-DEV-077,v5,0,1,,,,미분류
PPS-DEV-077,v13,1,0,,,,미분류
PPS-DEV-077,v24,0,1,,,,미분류
PPS-DEV-078,v2,1,0,,,,미분류
PPS-DEV-078,v13,1,0,,,,미분류
PPS-DEV-079,v5,0,1,,,,미분류
PPS-DEV-079,v15,1,0,,,,미분류
PPS-DEV-08,v24,0,1,,,,미분류
PPS-DEV-086,v17,0,1,,,,미분류
PPS-DEV-09,v6,0,1,,,,미분류
PPS-DEV-09,v24,0,1,,,,미분류
PPS-DEV-090,v9,0,1,,,,미분류
PPS-DEV-090,v17,0,1,,,,미분류
PPS-DEV-091,v24,0,1,,,,미분류
PPS-DEV-092,v6,0,1,,,,미분류
PPS-DEV-093,v17,0,1,,,,미분류
PPS-DEV-096,v19,0,1,,,,미분류
PPS-DEV-098,v19,0,1,,,,미분류
PPS-DEV-099,v24,0,1,,,,미분류
PPS-DEV-10,v5,0,1,,,,미분류
PPS-DEV-10,v24,0,1,,,,미분류
PPS-DEV-101,v1,0,1,,,,미분류
PPS-DEV-101,v9,0,1,,,,미분류
PPS-DEV-102,v6,0,1,,,,미분류
PPS-DEV-102,v17,0,1,,,,미분류
PPS-DEV-103,v17,0,1,,,,미분류
PPS-DEV-103,v24,0,1,,,,미분류
PPS-DEV-104,v9,0,1,,,,미분류
PPS-DEV-105,v17,0,1,,,,미분류
PPS-DEV-107,v17,0,1,,,,미분류
PPS-DEV-108,v9,0,1,,,,미분류
PPS-DEV-11,v5,0,1,,,,미분류
PPS-DEV-11,v14,0,1,,,,미분류
PPS-DEV-11,v24,0,1,,,,미분류
PPS-DEV-111,v5,0,1,,,,미분류
PPS-DEV-112,v3,0,1,,,,미분류
PPS-DEV-112,v17,0,1,,,,미분류
PPS-DEV-112,v19,0,1,,,,미분류
PPS-DEV-120,v17,0,1,,,,미분류
PPS-DEV-122,v13,0,1,,,,미분류
PPS-DEV-122,v24,0,1,,,,미분류
PPS-DEV-123,v24,0,1,,,,미분류
PPS-DEV-126,v17,0,1,,,,미분류
PPS-DEV-127,v3,0,1,,,,미분류
PPS-DEV-127,v21,0,1,,,,미분류
PPS-DEV-128,v9,0,1,,,,미분류
PPS-DEV-129,v17,0,1,,,,미분류
PPS-DEV-13,v10,1,0,,,,미분류
PPS-DEV-130,v9,0,1,,,,미분류
PPS-DEV-131,v20,1,0,,,,미분류
PPS-DEV-132,v9,0,1,,,,미분류
PPS-DEV-132,v20,1,0,,,,미분류
PPS-DEV-133,v4,0,1,,,,미분류
PPS-DEV-133,v20,1,0,,,,미분류
PPS-DEV-134,v20,1,0,,,,미분류
PPS-DEV-135,v22,1,0,,,,미분류
PPS-DEV-136,v9,0,1,,,,미분류
PPS-DEV-139,v17,0,1,,,,미분류
PPS-DEV-139,v23,1,0,,,,미분류
PPS-DEV-141,v23,1,0,,,,미분류
PPS-DEV-142,v17,0,1,,,,미분류
PPS-DEV-143,v11,0,1,,,,미분류
PPS-DEV-143,v14,0,1,,,,미분류
PPS-DEV-144,v6,0,1,,,,미분류
PPS-DEV-144,v24,0,1,,,,미분류
PPS-DEV-145,v24,0,1,,,,미분류
PPS-DEV-147,v17,0,1,,,,미분류
PPS-DEV-148,v9,0,1,,,,미분류
PPS-DEV-148,v13,0,1,,,,미분류
PPS-DEV-15,v24,0,1,,,,미분류
PPS-DEV-152,v1,0,1,,,,미분류
PPS-DEV-152,v17,0,1,,,,미분류
PPS-DEV-153,v17,0,1,,,,미분류
PPS-DEV-153,v24,0,1,,,,미분류
PPS-DEV-155,v11,0,1,,,,미분류
PPS-DEV-156,v9,0,1,,,,미분류
PPS-DEV-156,v24,0,1,,,,미분류
PPS-DEV-16,v13,1,0,,,,미분류
PPS-DEV-162,v9,0,1,,,,미분류
PPS-DEV-167,v17,0,1,,,,미분류
PPS-DEV-169,v14,0,1,,,,미분류
PPS-DEV-170,v3,0,1,,,,미분류
PPS-DEV-170,v21,0,1,,,,미분류
PPS-DEV-172,v17,0,1,,,,미분류
PPS-DEV-176,v9,0,1,,,,미분류
PPS-DEV-176,v14,0,1,,,,미분류
PPS-DEV-176,v24,0,1,,,,미분류
PPS-DEV-177,v17,0,1,,,,미분류
PPS-DEV-179,v17,0,1,,,,미분류
PPS-DEV-180,v9,0,1,,,,미분류
PPS-DEV-182,v14,0,1,,,,미분류
PPS-DEV-182,v24,0,1,,,,미분류
PPS-DEV-187,v6,0,1,,,,미분류
PPS-DEV-188,v17,0,1,,,,미분류
PPS-DEV-188,v21,0,1,,,,미분류
PPS-DEV-191,v22,0,1,,,,미분류
PPS-DEV-191,v24,0,1,,,,미분류
PPS-DEV-192,v24,0,1,,,,미분류
PPS-DEV-193,v13,0,1,,,,미분류
PPS-DEV-194,v15,0,1,,,,미분류
PPS-DEV-194,v17,0,1,,,,미분류
PPS-DEV-195,v24,0,1,,,,미분류
PPS-DEV-199,v24,0,1,,,,미분류
PPS-DEV-22,v17,0,1,,,,미분류
PPS-DEV-22,v18,1,0,,,,미분류
PPS-DEV-23,v4,0,1,,,,미분류
PPS-DEV-24,v20,1,0,,,,미분류
PPS-DEV-25,v3,0,1,,,,미분류
PPS-DEV-27,v23,1,0,,,,미분류
PPS-DEV-28,v23,1,0,,,,미분류
PPS-DEV-28,v24,0,1,,,,미분류
PPS-DEV-29,v24,1,0,,,,미분류
