id,item,true,pred,cause,evidence_location,owner,note
PPS-DEV-01,v1,1,0,,,,미분류
PPS-DEV-03,v2,1,0,,,,미분류
PPS-DEV-03,v13,0,1,,,,미분류
PPS-DEV-033,v19,1,0,,,,미분류
PPS-DEV-035,v23,0,1,,,,미분류
PPS-DEV-036,v15,1,0,,,,미분류
PPS-DEV-036,v19,1,0,,,,미분류
PPS-DEV-038,v17,0,1,,,,미분류
PPS-DEV-038,v18,1,0,,,,미분류
PPS-DEV-039,v10,0,1,,,,미분류
PPS-DEV-039,v18,1,0,,,,미분류
PPS-DEV-039,v24,0,1,,,,미분류
PPS-DEV-040,v10,0,1,,,,미분류
PPS-DEV-040,v18,1,0,,,,미분류
PPS-DEV-041,v18,1,0,,,,미분류
PPS-DEV-044,v18,1,0,,,,미분류
PPS-DEV-044,v24,0,1,,,,미분류
PPS-DEV-045,v5,1,0,,,,미분류
PPS-DEV-045,v24,0,1,,,,미분류
PPS-DEV-046,v1,1,0,,,,미분류
PPS-DEV-049,v24,1,0,,,,미분류
PPS-DEV-05,v14,0,1,,,,미분류
PPS-DEV-050,v9,1,0,,,,미분류
PPS-DEV-050,v24,0,1,,,,미분류
PPS-DEV-051,v9,1,0,,,,미분류
PPS-DEV-052,v4,0,1,,,,미분류
PPS-DEV-053,v2,1,0,,,,미분류
PPS-DEV-053,v12,1,0,,,,미분류
PPS-DEV-053,v17,1,0,,,,미분류
PPS-DEV-054,v14,1,0,,,,미분류
PPS-DEV-055,v24,1,0,,,,미분류
PPS-DEV-056,v12,1,0,,,,미분류
PPS-DEV-056,v13,0,1,,,,미분류
PPS-DEV-056,v20,0,1,,,,미분류
PPS-DEV-056,v21,1,0,,,,미분류
PPS-DEV-059,v10,0,1,,,,미분류
PPS-DEV-059,v13,0,1,,,,미분류
PPS-DEV-060,v11,1,0,,,,미분류
PPS-DEV-061,v11,1,0,,,,미분류
PPS-DEV-062,v11,1,0,,,,미분류
PPS-DEV-062,v24,1,0,,,,미분류
PPS-DEV-063,v1,1,0,,,,미분류
PPS-DEV-063,v12,0,1,,,,미분류
PPS-DEV-064,v11,1,0,,,,미분류
PPS-DEV-064,v20,0,1,,,,미분류
PPS-DEV-065,v16,1,0,,,,미분류
PPS-DEV-066,v6,1,0,,,,미분류
PPS-DEV-066,v16,1,0,,,,미분류
PPS-DEV-068,v20,0,1,,,,미분류
PPS-DEV-069,v2,1,0,,,,미분류
PPS-DEV-069,v10,1,0,,,,미분류
PPS-DEV-07,v24,0,1,,,,미분류
PPS-DEV-070,v6,1,0,,,,미분류
PPS-DEV-071,v6,1,0,,,,미분류
PPS-DEV-072,v1,1,0,,,,미분류
PPS-DEV-072,v24,1,0,,,,미분류
PPS-DEV-074,v13,1,0,,,,미분류
PPS-DEV-075,v10,1,0,,,,미분류
PPS-DEV-076,v13,1,0,,,,미분류
PPS-DEV-076,v24,0,1,,,,미분류
PPS-DEV-077,v24,0,1,,,,미분류
PPS-DEV-078,v2,1,0,,,,미분류
PPS-DEV-08,v24,0,1,,,,미분류
PPS-DEV-089,v16,0,1,,,,미분류
PPS-DEV-09,v6,0,1,,,,미분류
